,test_vs_ref_x,test,ref_x,ContrastName_x,variable,ref_value,test_vs_ref_y,ref_y,ContrastName_y,test_value
73478,,test_E-MEXP-1166_MG1655_evoGluc,,,EVOLVE-ADAPT.GLUCOSE,,E-MEXP-1166.29305.ch1-vs-E-MEXP-1166.29305.ch2,ref_E-MEXP-1166_MG1655,E-MEXP-1166.29305.ch1-vs-E-MEXP-1166.29305.ch2,4
73479,,test_E-MEXP-1166_MG1655_evoGluc,,,EVOLVE-ADAPT.GLUCOSE.TIME,,E-MEXP-1166.29299.ch1-vs-E-MEXP-1166.29299.ch2,ref_E-MEXP-1166_MG1655,E-MEXP-1166.29299.ch1-vs-E-MEXP-1166.29299.ch2,1000generations
73480,,test_E-MEXP-1166_MG1655_evoGluc,,,EVOLVE-ADAPT.GLUCOSE.TIME,,E-MEXP-1166.29300.ch1-vs-E-MEXP-1166.29300.ch2,ref_E-MEXP-1166_MG1655,E-MEXP-1166.29300.ch1-vs-E-MEXP-1166.29300.ch2,1000generations
73481,,test_E-MEXP-1166_MG1655_evoGluc,,,EVOLVE-ADAPT.GLUCOSE.TIME,,E-MEXP-1166.29301.ch1-vs-E-MEXP-1166.29301.ch2,ref_E-MEXP-1166_MG1655,E-MEXP-1166.29301.ch1-vs-E-MEXP-1166.29301.ch2,1000generations
73482,,test_E-MEXP-1166_MG1655_evoGluc,,,EVOLVE-ADAPT.GLUCOSE.TIME,,E-MEXP-1166.29305.ch1-vs-E-MEXP-1166.29305.ch2,ref_E-MEXP-1166_MG1655,E-MEXP-1166.29305.ch1-vs-E-MEXP-1166.29305.ch2,1000generations
73483,,test_E-MEXP-1166_DH10B_evoGluc,,,EVOLVE-ADAPT.GLUCOSE,,E-MEXP-1166.29302.ch1-vs-E-MEXP-1166.29302.ch2,ref_E-MEXP-1166_DH10B,E-MEXP-1166.29302.ch1-vs-E-MEXP-1166.29302.ch2,4
73484,,test_E-MEXP-1166_DH10B_evoGluc,,,EVOLVE-ADAPT.GLUCOSE,,E-MEXP-1166.29303.ch1-vs-E-MEXP-1166.29303.ch2,ref_E-MEXP-1166_DH10B,E-MEXP-1166.29303.ch1-vs-E-MEXP-1166.29303.ch2,4
73485,,test_E-MEXP-1166_DH10B_evoGluc,,,EVOLVE-ADAPT.GLUCOSE,,E-MEXP-1166.29304.ch1-vs-E-MEXP-1166.29304.ch2,ref_E-MEXP-1166_DH10B,E-MEXP-1166.29304.ch1-vs-E-MEXP-1166.29304.ch2,4
73486,,test_E-MEXP-1166_DH10B_evoGluc,,,EVOLVE-ADAPT.GLUCOSE.TIME,,E-MEXP-1166.29302.ch1-vs-E-MEXP-1166.29302.ch2,ref_E-MEXP-1166_DH10B,E-MEXP-1166.29302.ch1-vs-E-MEXP-1166.29302.ch2,1000generations
73487,,test_E-MEXP-1166_DH10B_evoGluc,,,EVOLVE-ADAPT.GLUCOSE.TIME,,E-MEXP-1166.29303.ch1-vs-E-MEXP-1166.29303.ch2,ref_E-MEXP-1166_DH10B,E-MEXP-1166.29303.ch1-vs-E-MEXP-1166.29303.ch2,1000generations
73488,,test_E-MEXP-1166_DH10B_evoGluc,,,EVOLVE-ADAPT.GLUCOSE.TIME,,E-MEXP-1166.29304.ch1-vs-E-MEXP-1166.29304.ch2,ref_E-MEXP-1166_DH10B,E-MEXP-1166.29304.ch1-vs-E-MEXP-1166.29304.ch2,1000generations
73489,,test_E-MEXP-1177_mucus,,,MUCUS,,E-MEXP-1177.29569.ch1-vs-E-MEXP-1177.29570.ch1,ref_E-MEXP-1177_glucose,E-MEXP-1177.29569.ch1-vs-E-MEXP-1177.29570.ch1,10
73490,,test_E-MEXP-1177_mucus,,,MUCUS,,E-MEXP-1177.29572.ch1-vs-E-MEXP-1177.29570.ch1,ref_E-MEXP-1177_glucose,E-MEXP-1177.29572.ch1-vs-E-MEXP-1177.29570.ch1,10
73491,,test_E-MEXP-1370_relA_spoT_ILE_40m,,,relA_b2784.DELETION,,E-MEXP-1370.RELASPOT_ILE_6.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELASPOT_ILE_6.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,1
73492,,test_E-MEXP-1370_relA_spoT_ILE_40m,,,relA_b2784.DELETION,,E-MEXP-1370.RELASPOT_ILE_6_REP.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELASPOT_ILE_6_REP.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,1
73493,,test_E-MEXP-1370_relA_spoT_ILE_40m,,,spoT_b3650.DELETION,,E-MEXP-1370.RELASPOT_ILE_6.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELASPOT_ILE_6.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,1
73494,,test_E-MEXP-1370_relA_spoT_ILE_40m,,,spoT_b3650.DELETION,,E-MEXP-1370.RELASPOT_ILE_6_REP.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELASPOT_ILE_6_REP.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,1
73495,,test_E-MEXP-1370_relA_spoT_ILE_40m,,,ISOLEUCINE,,E-MEXP-1370.RELASPOT_ILE_6.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELASPOT_ILE_6.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,+
73496,,test_E-MEXP-1370_relA_spoT_ILE_40m,,,ISOLEUCINE,,E-MEXP-1370.RELASPOT_ILE_6_REP.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELASPOT_ILE_6_REP.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,+
73497,,test_E-MEXP-1370_relA_ILE_40m,,,relA_b2784.DELETION,,E-MEXP-1370.RELA_5_ILE.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELA_5_ILE.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,1
73498,,test_E-MEXP-1370_relA_ILE_40m,,,relA_b2784.DELETION,,E-MEXP-1370.RELA_6_ILE.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELA_6_ILE.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,1
73499,,test_E-MEXP-1370_relA_ILE_40m,,,ISOLEUCINE,,E-MEXP-1370.RELA_5_ILE.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELA_5_ILE.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,+
73500,,test_E-MEXP-1370_relA_ILE_40m,,,ISOLEUCINE,,E-MEXP-1370.RELA_6_ILE.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.RELA_6_ILE.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,+
73501,,test_E-MEXP-1370_wt_ILE_40m,,,ISOLEUCINE,,E-MEXP-1370.WT_ILE_4.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.WT_ILE_4.ch1-vs-E-MEXP-1370.E-COLI_WT.ch1,+
73502,,test_E-MEXP-1370_wt_ILE_40m,,,ISOLEUCINE,,E-MEXP-1370.WT_ILE_4_REP.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,ref_E-MEXP-1370_wt_40m,E-MEXP-1370.WT_ILE_4_REP.ch1-vs-E-MEXP-1370.E-COLI_2.ch1,+
73503,,test_E-MEXP-267_datA,,,datA.DELETION,,E-MEXP-267.8567.ch1-vs-E-MEXP-267.8567.ch2,ref_E-MEXP-267_stat,E-MEXP-267.8567.ch1-vs-E-MEXP-267.8567.ch2,1
73504,,test_E-MEXP-267_datA,,,datA.DELETION,,E-MEXP-267.8574.ch1-vs-E-MEXP-267.8574.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8574.ch1-vs-E-MEXP-267.8574.ch2,1
73505,,test_E-MEXP-267_datA,,,datA.DELETION,,E-MEXP-267.8575.ch1-vs-E-MEXP-267.8575.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8575.ch1-vs-E-MEXP-267.8575.ch2,1
73506,,test_E-MEXP-267_hda,,,had_b2496.DELETION,,E-MEXP-267.8568.ch1-vs-E-MEXP-267.8568.ch2,ref_E-MEXP-267_stat,E-MEXP-267.8568.ch1-vs-E-MEXP-267.8568.ch2,1
73507,,test_E-MEXP-267_hda,,,had_b2496.DELETION,,E-MEXP-267.8576.ch1-vs-E-MEXP-267.8576.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8576.ch1-vs-E-MEXP-267.8576.ch2,1
73508,,test_E-MEXP-267_hda,,,had_b2496.DELETION,,E-MEXP-267.8577.ch1-vs-E-MEXP-267.8577.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8577.ch1-vs-E-MEXP-267.8577.ch2,1
73509,,test_E-MEXP-267_seqA,,,seqA_b0687.DELETION,,E-MEXP-267.8569.ch1-vs-E-MEXP-267.8569.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8569.ch1-vs-E-MEXP-267.8569.ch2,1
73510,,test_E-MEXP-267_seqA,,,seqA_b0687.DELETION,,E-MEXP-267.8570.ch1-vs-E-MEXP-267.8570.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8570.ch1-vs-E-MEXP-267.8570.ch2,1
73511,,test_E-MEXP-267_seqA,,,seqA_b0687.DELETION,,E-MEXP-267.8571.ch1-vs-E-MEXP-267.8571.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8571.ch1-vs-E-MEXP-267.8571.ch2,1
73512,,test_E-MEXP-267_seqA,,,GROWTH.STATIONARY,,E-MEXP-267.8569.ch1-vs-E-MEXP-267.8569.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8569.ch1-vs-E-MEXP-267.8569.ch2,+1
73513,,test_E-MEXP-267_seqA,,,GROWTH.STATIONARY,,E-MEXP-267.8570.ch1-vs-E-MEXP-267.8570.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8570.ch1-vs-E-MEXP-267.8570.ch2,+1
73514,,test_E-MEXP-267_seqA,,,GROWTH.STATIONARY,,E-MEXP-267.8571.ch1-vs-E-MEXP-267.8571.ch2,ref_E-MEXP-267_exp,E-MEXP-267.8571.ch1-vs-E-MEXP-267.8571.ch2,+1
73515,,test_GSE7_50ug/mltrp_5min,,,TRYPTOPHAN,,GSM531.ch2-vs-GSM531.ch1,ref_GSE7_0min,GSM531.ch2-vs-GSM531.ch1,0.25
73516,,test_GSE7_50ug/mltrp_15min,,,TRYPTOPHAN,,GSM532.ch2-vs-GSM532.ch1,ref_GSE7_0min,GSM532.ch2-vs-GSM532.ch1,0.25
73517,,test_GSE7_50ug/mltrp_30min,,,TRYPTOPHAN,,GSM533.ch2-vs-GSM533.ch1,ref_GSE7_0min,GSM533.ch2-vs-GSM533.ch1,0.25
73518,,test_GSE7_50ug/mltrp_60min,,,TRYPTOPHAN,,GSM534.ch2-vs-GSM534.ch1,ref_GSE7_0min,GSM534.ch2-vs-GSM534.ch1,0.25
73519,,test_GSE7_50ug/mltrp_60min,,,TRYPTOPHAN,,GSM556.ch2-vs-GSM556.ch1,ref_GSE7_0min,GSM556.ch2-vs-GSM556.ch1,0.25
73520,,test_GSE7_50ug/mltrp_60min,,,TRYPTOPHAN,,GSM565.ch2-vs-GSM565.ch1,ref_GSE7_0min,GSM565.ch2-vs-GSM565.ch1,0.25
73521,,test_GSE7_tnaA2_trpR2_50ug/ml,,,trpR_b4393.DELETION,,GSM536.ch2-vs-GSM536.ch1,ref_GSE7_tnaA_50ug/ml,GSM536.ch2-vs-GSM536.ch1,1
73522,,test_GSE7_trpR2,,,trpR_b4393.DELETION,,GSM537.ch2-vs-GSM537.ch1,ref_GSE7_wt,GSM537.ch2-vs-GSM537.ch1,1
73523,,test_GSE7_trpEA2_trpR2_50ug/ml,,,trpR_b4393.DELETION,,GSM540.ch2-vs-GSM540.ch1,ref_GSE7_trpEA2_50ug/ml,GSM540.ch2-vs-GSM540.ch1,1
73524,,test_GSE7_trpA46PR9_tnaA2,,,STRAIN.trpA46PR9,,GSM541.ch2-vs-GSM541.ch1,ref_GSE7_tnaA2,GSM541.ch2-vs-GSM541.ch1,1
73525,,test_GSE7_10ug/ml_indaa_5min,,,INDOLE_ACRYLATE,,GSM557.ch2-vs-GSM557.ch1,ref_GSE7_0min,GSM557.ch2-vs-GSM557.ch1,10
73526,,test_GSE7_10ug/ml_indaa_15min,,,INDOLE_ACRYLATE,,GSM558.ch2-vs-GSM558.ch1,ref_GSE7_0min,GSM558.ch2-vs-GSM558.ch1,10
73527,,test_GSE7_10ug/ml_indaa_30min,,,INDOLE_ACRYLATE,,GSM559.ch2-vs-GSM559.ch1,ref_GSE7_0min,GSM559.ch2-vs-GSM559.ch1,10
73528,,test_GSE7_10ug/ml_indaa_60min,,,INDOLE_ACRYLATE,,GSM560.ch2-vs-GSM560.ch1,ref_GSE7_0min,GSM560.ch2-vs-GSM560.ch1,10
73529,,test_GSE7_15ug/ml_indaa_5min,,,INDOLE_ACRYLATE,,GSM561.ch2-vs-GSM561.ch1,ref_GSE7_0min,GSM561.ch2-vs-GSM561.ch1,15
73530,,test_GSE7_15ug/ml_indaa_15min,,,INDOLE_ACRYLATE,,GSM562.ch2-vs-GSM562.ch1,ref_GSE7_0min,GSM562.ch2-vs-GSM562.ch1,15
73531,,test_GSE7_15ug/ml_indaa_30min,,,INDOLE_ACRYLATE,,GSM563.ch2-vs-GSM563.ch1,ref_GSE7_0min,GSM563.ch2-vs-GSM563.ch1,15
73532,,test_GSE7_15ug/ml_indaa_60min,,,INDOLE_ACRYLATE,,GSM564.ch2-vs-GSM564.ch1,ref_GSE7_0min,GSM564.ch2-vs-GSM564.ch1,15
73533,,test_GSE9_UV_10,,,TIME,,GSM506.ch1-vs-GSM506.ch2,ref_GSE9_no_UV,GSM506.ch1-vs-GSM506.ch2,10min
73534,,test_GSE9_UV_10,,,UV,,GSM506.ch1-vs-GSM506.ch2,ref_GSE9_no_UV,GSM506.ch1-vs-GSM506.ch2,1
73535,,test_GSE9_UV_20,,,TIME,,GSM507.ch1-vs-GSM507.ch2,ref_GSE9_no_UV,GSM507.ch1-vs-GSM507.ch2,20min
73536,,test_GSE9_UV_20,,,TIME,,GSM508.ch1-vs-GSM508.ch2,ref_GSE9_no_UV,GSM508.ch1-vs-GSM508.ch2,20min
73537,,test_GSE9_UV_20,,,UV,,GSM507.ch1-vs-GSM507.ch2,ref_GSE9_no_UV,GSM507.ch1-vs-GSM507.ch2,1
73538,,test_GSE9_UV_20,,,UV,,GSM508.ch1-vs-GSM508.ch2,ref_GSE9_no_UV,GSM508.ch1-vs-GSM508.ch2,1
73539,,test_GSE9_UV_40,,,TIME,,GSM509.ch1-vs-GSM509.ch2,ref_GSE9_no_UV,GSM509.ch1-vs-GSM509.ch2,40min
73540,,test_GSE9_UV_40,,,UV,,GSM509.ch1-vs-GSM509.ch2,ref_GSE9_no_UV,GSM509.ch1-vs-GSM509.ch2,1
73541,,test_GSE9_UV_5,,,TIME,,GSM510.ch1-vs-GSM510.ch2,ref_GSE9_no_UV,GSM510.ch1-vs-GSM510.ch2,5min
73542,,test_GSE9_UV_5,,,UV,,GSM510.ch1-vs-GSM510.ch2,ref_GSE9_no_UV,GSM510.ch1-vs-GSM510.ch2,1
73543,,test_GSE9_UV_60,,,TIME,,GSM511.ch1-vs-GSM511.ch2,ref_GSE9_no_UV,GSM511.ch1-vs-GSM511.ch2,60min
73544,,test_GSE9_UV_60,,,TIME,,GSM512.ch1-vs-GSM512.ch2,ref_GSE9_no_UV,GSM512.ch1-vs-GSM512.ch2,60min
73545,,test_GSE9_UV_60,,,UV,,GSM511.ch1-vs-GSM511.ch2,ref_GSE9_no_UV,GSM511.ch1-vs-GSM511.ch2,1
73546,,test_GSE9_UV_60,,,UV,,GSM512.ch1-vs-GSM512.ch2,ref_GSE9_no_UV,GSM512.ch1-vs-GSM512.ch2,1
73547,,test_GSE9_lexA_20,,,TIME,,GSM542.ch2-vs-GSM542.ch1,ref_GSE9_no_UV_lexA,GSM542.ch2-vs-GSM542.ch1,20min
73548,,test_GSE9_lexA_60,,,TIME,,GSM543.ch2-vs-GSM543.ch1,ref_GSE9_no_UV_lexA,GSM543.ch2-vs-GSM543.ch1,60min
73549,,test_GSE9_lexA_UV_5,,,TIME,,GSM544.ch2-vs-GSM544.ch1,ref_GSE9_no_UV_lexA,GSM544.ch2-vs-GSM544.ch1,5min
73550,,test_GSE9_lexA_UV_5,,,UV,,GSM544.ch2-vs-GSM544.ch1,ref_GSE9_no_UV_lexA,GSM544.ch2-vs-GSM544.ch1,1
73551,,test_GSE9_lexA_UV_10,,,TIME,,GSM545.ch2-vs-GSM545.ch1,ref_GSE9_no_UV_lexA,GSM545.ch2-vs-GSM545.ch1,10min
73552,,test_GSE9_lexA_UV_10,,,UV,,GSM545.ch2-vs-GSM545.ch1,ref_GSE9_no_UV_lexA,GSM545.ch2-vs-GSM545.ch1,1
73553,,test_GSE9_lexA_UV_20,,,TIME,,GSM546.ch2-vs-GSM546.ch1,ref_GSE9_no_UV_lexA,GSM546.ch2-vs-GSM546.ch1,20min
73554,,test_GSE9_lexA_UV_20,,,UV,,GSM546.ch2-vs-GSM546.ch1,ref_GSE9_no_UV_lexA,GSM546.ch2-vs-GSM546.ch1,1
73555,,test_GSE9_lexA_UV_40,,,TIME,,GSM547.ch2-vs-GSM547.ch1,ref_GSE9_no_UV_lexA,GSM547.ch2-vs-GSM547.ch1,40min
73556,,test_GSE9_lexA_UV_40,,,UV,,GSM547.ch2-vs-GSM547.ch1,ref_GSE9_no_UV_lexA,GSM547.ch2-vs-GSM547.ch1,1
73557,,test_GSE9_lexA_UV_60,,,TIME,,GSM548.ch2-vs-GSM548.ch1,ref_GSE9_no_UV_lexA,GSM548.ch2-vs-GSM548.ch1,60min
73558,,test_GSE9_lexA_UV_60,,,UV,,GSM548.ch2-vs-GSM548.ch1,ref_GSE9_no_UV_lexA,GSM548.ch2-vs-GSM548.ch1,1
73559,,test_GSE9_lexA,,,lexA_b4043.DELETION,,GSM549.ch2-vs-GSM549.ch1,ref_GSE9_wt,GSM549.ch2-vs-GSM549.ch1,1
73560,,test_GSE533_temperatureEvolved_line1,,,STRAIN.ara_L1,,GSM8112.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8112.ch1-vs-GSM7886.ch1,1
73561,,test_GSE533_temperatureEvolved_line1,,,STRAIN.ara_L1,,GSM8113.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8113.ch1-vs-GSM7886.ch1,1
73562,,test_GSE533_temperatureEvolved_line1,,,STRAIN.ara_L1,,GSM8114.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8114.ch1-vs-GSM7886.ch1,1
73563,,test_GSE533_temperatureEvolved_line2,,,STRAIN.ara_L2,,GSM8115.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8115.ch1-vs-GSM7886.ch1,1
73564,,test_GSE533_temperatureEvolved_line2,,,STRAIN.ara_L2,,GSM8116.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8116.ch1-vs-GSM7886.ch1,1
73565,,test_GSE533_temperatureEvolved_line2,,,STRAIN.ara_L2,,GSM8117.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8117.ch1-vs-GSM7886.ch1,1
73566,,test_GSE533_temperatureEvolved_line3,,,STRAIN.ara_L3,,GSM8118.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8118.ch1-vs-GSM7886.ch1,1
73567,,test_GSE533_temperatureEvolved_line3,,,STRAIN.ara_L3,,GSM8119.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8119.ch1-vs-GSM7886.ch1,1
73568,,test_GSE533_temperatureEvolved_line3,,,STRAIN.ara_L3,,GSM8120.ch1-vs-GSM7886.ch1,ref_GSE533_ancestor,GSM8120.ch1-vs-GSM7886.ch1,1
73569,,test_GSE1154_MG1655_F_plasmid,,,PLASMID.F_plasmid,,GSM19371.ch1-vs-GSM19356.ch1,test_GSE1154_MG1655,GSM19371.ch1-vs-GSM19356.ch1,1
73570,,test_GSE1154_MG1655_F_plasmid,,,PLASMID.F_plasmid,,GSM19372.ch1-vs-GSM19356.ch1,test_GSE1154_MG1655,GSM19372.ch1-vs-GSM19356.ch1,1
73571,,test_GSE1154_DH5alpha,,,STRAIN.DH5alpha,,GSM19373.ch1-vs-GSM19356.ch1,test_GSE1154_MG1655,GSM19373.ch1-vs-GSM19356.ch1,1
73572,,test_GSE1154_DH5alpha,,,STRAIN.DH5alpha,,GSM19374.ch1-vs-GSM19356.ch1,test_GSE1154_MG1655,GSM19374.ch1-vs-GSM19356.ch1,1
73573,,test_GSE1154_DH5alpha_F_plasmid,,,STRAIN.DH5alpha,,GSM19375.ch1-vs-GSM19356.ch1,test_GSE1154_MG1655,GSM19375.ch1-vs-GSM19356.ch1,1
73574,,test_GSE1154_DH5alpha_F_plasmid,,,STRAIN.DH5alpha,,GSM19376.ch1-vs-GSM19356.ch1,test_GSE1154_MG1655,GSM19376.ch1-vs-GSM19356.ch1,1
73575,,test_GSE1154_DH5alpha_F_plasmid,,,PLASMID.F_plasmid,,GSM19375.ch1-vs-GSM19356.ch1,test_GSE1154_MG1655,GSM19375.ch1-vs-GSM19356.ch1,1
73576,,test_GSE1154_DH5alpha_F_plasmid,,,PLASMID.F_plasmid,,GSM19376.ch1-vs-GSM19356.ch1,test_GSE1154_MG1655,GSM19376.ch1-vs-GSM19356.ch1,1
73577,,test_GSE1421_melR,,,melR_b4118.DELETION,,GSM23459.ch2-vs-GSM23459.ch1,ref_GSE1421,GSM23459.ch2-vs-GSM23459.ch1,1
73578,,test_GSE1421_melR,,,melR_b4118.DELETION,,GSM23465.ch2-vs-GSM23465.ch1,ref_GSE1421,GSM23465.ch2-vs-GSM23465.ch1,1
73579,,test_GSE1421_melR,,,melR_b4118.DELETION,,GSM23467.ch2-vs-GSM23467.ch1,ref_GSE1421,GSM23467.ch2-vs-GSM23467.ch1,1
73580,,test_GSE1780_2mMCopper,,,CuSO4,,GSM30815.ch1-vs-GSM30815.ch2,ref_GSE1780_0mMCopper,GSM30815.ch1-vs-GSM30815.ch2,2
73581,,test_GSE1780_2mMCopper,,,CuSO4,,GSM30816.ch1-vs-GSM30816.ch2,ref_GSE1780_0mMCopper,GSM30816.ch1-vs-GSM30816.ch2,2
73582,,test_GSE1780_2mMCopper,,,CuSO4,,GSM30817.ch1-vs-GSM30817.ch2,ref_GSE1780_0mMCopper,GSM30817.ch1-vs-GSM30817.ch2,2
73583,,test_GSE1780_075mMCopper,,,CuSO4,,GSM30818.ch1-vs-GSM30818.ch2,ref_GSE1780_0mMCopper,GSM30818.ch1-vs-GSM30818.ch2,0.75
73584,,test_GSE1780_075mMCopper,,,CuSO4,,GSM30819.ch1-vs-GSM30819.ch2,ref_GSE1780_0mMCopper,GSM30819.ch1-vs-GSM30819.ch2,0.75
73585,,test_GSE1780_075mMCopper,,,CuSO4,,GSM30820.ch1-vs-GSM30820.ch2,ref_GSE1780_0mMCopper,GSM30820.ch1-vs-GSM30820.ch2,0.75
73586,,test_GSE2037_gly,,,GLYCEROL,,GSM37068.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37068.ch1-vs-GSM37063.ch1,0.001g/L
73587,,test_GSE2037_gly,,,GLYCEROL,,GSM37069.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37069.ch1-vs-GSM37063.ch1,0.001g/L
73588,,test_GSE2037_succ,,,SUCCINATE,,GSM37070.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37070.ch1-vs-GSM37063.ch1,0.001
73589,,test_GSE2037_succ,,,SUCCINATE,,GSM37071.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37071.ch1-vs-GSM37063.ch1,0.001
73590,,test_GSE2037_ala,,,ALANINE,,GSM37072.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37072.ch1-vs-GSM37063.ch1,0.001
73591,,test_GSE2037_ala,,,ALANINE,,GSM37073.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37073.ch1-vs-GSM37063.ch1,0.001
73592,,test_GSE2037_acetate,,,ACETATE,,GSM37074.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37074.ch1-vs-GSM37063.ch1,0.001
73593,,test_GSE2037_acetate,,,ACETATE,,GSM37075.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37075.ch1-vs-GSM37063.ch1,0.001
73594,,test_GSE2037_proline,,,PROLINE,,GSM37076.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37076.ch1-vs-GSM37063.ch1,0.001
73595,,test_GSE2037_proline,,,PROLINE,,GSM37077.ch1-vs-GSM37063.ch1,ref_GSE2037_glu,GSM37077.ch1-vs-GSM37063.ch1,0.001
73596,,test_GSE2095_aeroob_GSNO,,,GSNO,,GSM37885.ch2-vs-GSM37885.ch1,ref_GSE2095_aeroob,GSM37885.ch2-vs-GSM37885.ch1,0.2
73597,,test_GSE2095_aeroob_GSNO,,,GSNO,,GSM37886.ch1-vs-GSM37886.ch2,ref_GSE2095_aeroob,GSM37886.ch1-vs-GSM37886.ch2,0.2
73598,,test_GSE2095_aeroob_GSNO,,,GSNO,,GSM37887.ch2-vs-GSM37887.ch1,ref_GSE2095_aeroob,GSM37887.ch2-vs-GSM37887.ch1,0.2
73599,,test_GSE2095_aeroob_GSNO,,,GSNO,,GSM37888.ch1-vs-GSM37888.ch2,ref_GSE2095_aeroob,GSM37888.ch1-vs-GSM37888.ch2,0.2
73600,,test_GSE2129_anaeroob_GSNO,,,GSNO,,GSM38546.ch2-vs-GSM38546.ch1,ref_GSE2129_anaeroob,GSM38546.ch2-vs-GSM38546.ch1,0.2
73601,,test_GSE2129_anaeroob_GSNO,,,GSNO,,GSM38547.ch1-vs-GSM38547.ch2,ref_GSE2129_anaeroob,GSM38547.ch1-vs-GSM38547.ch2,0.2
73602,,test_GSE2129_anaeroob_GSNO,,,GSNO,,GSM38548.ch2-vs-GSM38548.ch1,ref_GSE2129_anaeroob,GSM38548.ch2-vs-GSM38548.ch1,0.2
73603,,test_GSE2129_anaeroob_GSNO,,,GSNO,,GSM38549.ch1-vs-GSM38549.ch2,ref_GSE2129_anaeroob,GSM38549.ch1-vs-GSM38549.ch2,0.2
73604,,test_GSE2140_tet_inducible_sig32_t5,,,ANHYDROTETRACYCLIN,,GSM38697.ch1-vs-GSM38696.ch1,ref_GSE2140_tet_inducible_sig32_t0,GSM38697.ch1-vs-GSM38696.ch1,0.0002
73605,,test_GSE2140_tet_inducible_sig32_t5,,,ANHYDROTETRACYCLIN,,GSM38701.ch1-vs-GSM38696.ch1,ref_GSE2140_tet_inducible_sig32_t0,GSM38701.ch1-vs-GSM38696.ch1,0.0002
73606,,test_GSE2140_tet_inducible_sig32_t5,,,ANHYDROTETRACYCLIN.TIME,,GSM38697.ch1-vs-GSM38696.ch1,ref_GSE2140_tet_inducible_sig32_t0,GSM38697.ch1-vs-GSM38696.ch1,5
